gold,oil,us_dollar,usd_vnd,cpi,inflation_rate,interest_rate,date
1326.3,53.48,96.711,23360.0,255.21298,0.0,2.38,2019-06-07
1328.3,53.52,96.645,23337.0,255.21298,0.0,2.38,2019-06-08
1333.9,51.37,96.97,23315.0,255.21298,0.0,2.38,2019-06-09
1340.8,52.54,96.999,23310.0,255.21298,0.0,2.38,2019-06-10
1341.7,52.77,97.57,23330.0,255.21298,0.0,2.38,2019-06-11
1341.7,52.77,97.57,23330.0,255.21298,0.0,2.38,2019-06-12
1341.7,52.77,97.57,23330.0,255.21298,0.0,2.38,2019-06-13
1340.0,52.17,97.396,23345.0,255.21298,0.0,2.38,2019-06-14
1347.8,54.11,97.153,23335.0,255.21298,0.0,2.38,2019-06-15
1345.8,53.97,96.582,23315.0,255.21298,0.0,2.38,2019-06-16
1394.1,57.07,96.138,23295.0,255.21298,0.0,2.38,2019-06-17
1397.3,57.5,95.718,23280.0,255.21298,0.0,2.38,2019-06-18
1397.3,57.5,95.718,23280.0,255.21298,0.0,2.38,2019-06-19
1397.3,57.5,95.718,23280.0,255.21298,0.0,2.38,2019-06-20
1415.2,57.93,95.487,23286.0,255.21298,0.0,2.38,2019-06-21
1415.8,57.89,95.648,23296.0,255.21298,0.0,2.38,2019-06-22
1411.5,59.43,95.728,23300.0,255.21298,0.0,2.38,2019-06-23
1412.0,59.49,95.742,23310.0,255.21298,0.0,2.38,2019-06-24
1413.7,58.52,95.666,23300.0,255.21298,0.0,2.38,2019-06-25
1413.7,58.52,95.666,23300.0,255.21298,0.0,2.38,2019-06-26
1413.7,58.52,95.666,23300.0,255.21298,0.0,2.38,2019-06-27
1389.3,59.14,96.409,23250.0,255.80202,0.19999999,2.4,2019-06-28
1408.0,56.34,96.274,23230.0,255.80202,0.19999999,2.4,2019-06-29
1420.9,57.44,96.331,23245.0,255.80202,0.19999999,2.4,2019-06-30
1400.1,56.8,96.331,23240.0,255.80202,0.19999999,2.4,2019-07-01
1400.1,57.59,96.89,23235.0,255.80202,0.19999999,2.4,2019-07-02
1400.1,57.59,96.89,23235.0,255.80202,0.19999999,2.4,2019-07-03
1400.1,57.59,96.89,23235.0,255.80202,0.19999999,2.4,2019-07-04
1400.0,57.76,96.984,23245.0,255.80202,0.19999999,2.4,2019-07-05
1400.5,57.94,97.095,23220.0,255.80202,0.19999999,2.4,2019-07-06
1412.5,60.520004,96.703,23210.0,255.80202,0.19999999,2.4,2019-07-07
1406.7,60.28,96.666,23200.0,255.80202,0.19999999,2.4,2019-07-08
1412.2,60.3,96.424,23200.0,255.80202,0.19999999,2.4,2019-07-09
1412.2,60.3,96.424,23200.0,255.80202,0.19999999,2.4,2019-07-10
1412.2,60.3,96.424,23200.0,255.80202,0.19999999,2.4,2019-07-11
1413.5,59.68,96.545,23199.0,255.80202,0.19999999,2.4,2019-07-12
1411.2,57.74,97.041,23200.0,255.80202,0.19999999,2.4,2019-07-13
1423.3,56.92,96.853,23200.0,255.80202,0.19999999,2.4,2019-07-14
1428.1,55.419994,96.449,23214.0,255.80202,0.19999999,2.4,2019-07-15
1426.7,55.76,96.817,23244.0,255.80202,0.19999999,2.4,2019-07-16
1426.7,55.76,96.817,23244.0,255.80202,0.19999999,2.4,2019-07-17
1426.7,55.76,96.817,23244.0,255.80202,0.19999999,2.4,2019-07-18
1426.9,56.22,96.94,23211.0,255.80202,0.19999999,2.4,2019-07-19
1421.7,56.85,97.418,23209.0,255.80202,0.19999999,2.4,2019-07-20
1423.6,56.0,97.452,23205.0,255.80202,0.19999999,2.4,2019-07-21
1414.7,56.16,97.552,23209.0,255.80202,0.19999999,2.4,2019-07-22
1419.3,56.33,97.751,23205.0,255.80202,0.19999999,2.4,2019-07-23
1419.3,56.33,97.751,23205.0,255.80202,0.19999999,2.4,2019-07-24
1419.3,56.33,97.751,23205.0,255.80202,0.19999999,2.4,2019-07-25
1420.4,56.96,97.796,23205.0,255.80202,0.19999999,2.4,2019-07-26
1433.4,58.11,97.809,23200.0,255.80202,0.19999999,2.4,2019-07-27
1429.1,58.630005,98.258,23230.0,255.80202,0.19999999,2.4,2019-07-28
1424.2,54.01,98.144,23200.0,256.036,0.099999994,2.13,2019-07-29
1448.7,55.67,97.852,23215.0,256.036,0.099999994,2.13,2019-07-30
1448.7,55.67,97.852,23215.0,256.036,0.099999994,2.13,2019-07-31
1448.7,55.67,97.852,23215.0,256.036,0.099999994,2.13,2019-08-01
1467.7,54.58,97.308,23268.0,256.036,0.099999994,2.13,2019-08-02
1475.2,53.59,97.417,23250.0,256.036,0.099999994,2.13,2019-08-03
1509.6,51.03,97.345,23215.0,256.036,0.099999994,2.13,2019-08-04
1499.7,52.46,97.434,23220.0,256.036,0.099999994,2.13,2019-08-05
1498.6,54.37,97.322,23204.0,256.036,0.099999994,2.13,2019-08-06
1498.6,54.37,97.322,23204.0,256.036,0.099999994,2.13,2019-08-07
1498.6,54.37,97.322,23204.0,256.036,0.099999994,2.13,2019-08-08
1507.7,54.85,97.198,23197.0,256.036,0.099999994,2.13,2019-08-09
1504.3,57.1,97.631,23205.0,256.036,0.099999994,2.13,2019-08-10
1518.5,55.25,97.826,23200.0,256.036,0.099999994,2.13,2019-08-11
1521.7,54.42,98.005,23208.0,256.036,0.099999994,2.13,2019-08-12
1514.1,54.809998,98.007,23211.0,256.036,0.099999994,2.13,2019-08-13
1514.1,54.809998,98.007,23211.0,256.036,0.099999994,2.13,2019-08-14
1514.1,54.809998,98.007,23211.0,256.036,0.099999994,2.13,2019-08-15
1502.1,56.14,98.221,23205.0,256.036,0.099999994,2.13,2019-08-16
1506.3,56.13,98.063,23203.0,256.036,0.099999994,2.13,2019-08-17
1506.1,55.49,98.179,23200.0,256.036,0.099999994,2.13,2019-08-18
1498.7,55.16,98.064,23200.0,256.036,0.099999994,2.13,2019-08-19
1527.9,54.02,97.53,23198.0,256.036,0.099999994,2.13,2019-08-20
1527.9,54.02,97.53,23198.0,256.036,0.099999994,2.13,2019-08-21
1527.9,54.02,97.53,23198.0,256.036,0.099999994,2.13,2019-08-22
1527.2,53.5,97.989,23198.0,256.036,0.099999994,2.13,2019-08-23
1541.4,54.77,97.907,23197.0,256.036,0.099999994,2.13,2019-08-24
1538.8,55.6,98.12,23206.0,256.036,0.099999994,2.13,2019-08-25
1530.5,56.45,98.455,23195.0,256.036,0.099999994,2.13,2019-08-26
1523.0,54.89,98.86,23185.0,256.036,0.099999994,2.13,2019-08-27
1523.0,54.89,98.86,23185.0,256.036,0.099999994,2.13,2019-08-28
1523.0,54.799995,98.86,23185.0,256.43,0.19999999,2.04,2019-08-29
1555.9,54.66,98.86,23185.0,256.43,0.19999999,2.04,2019-08-30
1549.6,53.76,98.949,23198.0,256.43,0.19999999,2.04,2019-08-31
1554.0,56.1,98.393,23199.0,256.43,0.19999999,2.04,2019-09-01
1519.0,56.16,98.382,23198.0,256.43,0.19999999,2.04,2019-09-02
1509.0,56.43,98.362,23198.0,256.43,0.19999999,2.04,2019-09-03
1509.0,56.43,98.362,23198.0,256.43,0.19999999,2.04,2019-09-04
1509.0,56.43,98.362,23198.0,256.43,0.19999999,2.04,2019-09-05
1504.5,57.73,98.248,23199.0,256.43,0.19999999,2.04,2019-09-06
1492.7,57.29,98.307,23199.0,256.43,0.19999999,2.04,2019-09-07
1496.6,55.67,98.628,23199.0,256.43,0.19999999,2.04,2019-09-08
1500.8,55.05,98.308,23205.0,256.43,0.19999999,2.04,2019-09-09
1492.9,54.799995,98.255,23205.0,256.43,0.19999999,2.04,2019-09-10
1492.9,54.799995,98.255,23205.0,256.43,0.19999999,2.04,2019-09-11
1492.9,54.799995,98.255,23205.0,256.43,0.19999999,2.04,2019-09-12
1504.8,62.67,98.627,23218.0,256.43,0.19999999,2.04,2019-09-13
1506.9,59.1,97.819,23225.0,256.43,0.19999999,2.04,2019-09-14
1509.1,58.04,98.134,23209.0,256.43,0.19999999,2.04,2019-09-15
1499.5,58.19,97.847,23211.0,256.43,0.19999999,2.04,2019-09-16
1508.0,58.09,98.136,23203.0,256.43,0.19999999,2.04,2019-09-17
1508.0,58.09,98.136,23203.0,256.43,0.19999999,2.04,2019-09-18
1508.0,58.09,98.136,23203.0,256.43,0.19999999,2.04,2019-09-19
1524.0,58.42,98.221,23202.0,256.43,0.19999999,2.04,2019-09-20
1532.6,57.08,97.927,23200.0,256.43,0.19999999,2.04,2019-09-21
1505.1,56.32,98.659,23200.0,256.43,0.19999999,2.04,2019-09-22
1507.9,56.28,98.765,23200.0,256.43,0.19999999,2.04,2019-09-23
1502.7,55.79,98.761,23200.0,256.43,0.19999999,2.04,2019-09-24
1502.7,55.79,98.761,23200.0,256.43,0.19999999,2.04,2019-09-25
1502.7,55.79,98.761,23200.0,256.43,0.19999999,2.04,2019-09-26
1469.2,53.98,99.021,23200.0,256.43,0.19999999,2.04,2019-09-27
1485.2,53.5,98.777,23201.0,257.155,0.3,1.8300002,2019-09-28
1504.1,52.51,98.689,23200.0,257.155,0.3,1.8300002,2019-09-29
1510.1,52.36,98.54,23200.0,257.155,0.3,1.8300002,2019-09-30
1509.2,52.74,98.488,23200.0,257.155,0.3,1.8300002,2019-10-01
1509.2,52.74,98.488,23200.0,257.155,0.3,1.8300002,2019-10-02
1509.2,52.74,98.488,23200.0,257.155,0.3,1.8300002,2019-10-03
1500.7,52.71,98.665,23200.0,257.155,0.3,1.8300002,2019-10-04
1500.1,52.62,98.822,23200.0,257.155,0.3,1.8300002,2019-10-05
1508.9,52.61,98.815,23225.0,257.155,0.3,1.8300002,2019-10-06
1497.0,53.560005,98.406,23200.0,257.155,0.3,1.8300002,2019-10-07
1484.7,54.78,98.005,23200.0,257.155,0.3,1.8300002,2019-10-08
1484.7,54.78,98.005,23200.0,257.155,0.3,1.8300002,2019-10-09
1484.7,54.78,98.005,23200.0,257.155,0.3,1.8300002,2019-10-10
1493.8,53.65,98.17,23200.0,257.155,0.3,1.8300002,2019-10-11
1479.7,52.88,98.003,23201.0,257.155,0.3,1.8300002,2019-10-12
1490.2,53.45,97.723,23202.0,257.155,0.3,1.8300002,2019-10-13
1494.2,54.03,97.335,23206.0,257.155,0.3,1.8300002,2019-10-14
1490.0,53.87,97.008,23203.0,257.155,0.3,1.8300002,2019-10-15
1490.0,53.87,97.008,23203.0,257.155,0.3,1.8300002,2019-10-16
1490.0,53.87,97.008,23203.0,257.155,0.3,1.8300002,2019-10-17
1484.2,53.51,97.05,23205.0,257.155,0.3,1.8300002,2019-10-18
1483.6,54.48,97.256,23201.0,257.155,0.3,1.8300002,2019-10-19
1491.8,55.99,97.236,23205.0,257.155,0.3,1.8300002,2019-10-20
1501.0,56.27,97.405,23203.0,257.155,0.3,1.8300002,2019-10-21
1501.7,56.710003,97.599,23200.0,257.155,0.3,1.8300002,2019-10-22
1501.7,56.710003,97.599,23200.0,257.155,0.3,1.8300002,2019-10-23
1501.7,56.710003,97.599,23200.0,257.155,0.3,1.8300002,2019-10-24
1492.4,55.9,97.524,23200.0,257.155,0.3,1.8300002,2019-10-25
1487.4,55.68,97.469,23202.0,257.155,0.3,1.8300002,2019-10-26
1496.7,55.1,97.439,23200.0,257.155,0.3,1.8300002,2019-10-27
1514.8,54.25,97.154,23202.0,257.155,0.3,1.8300002,2019-10-28
1511.4,56.27,97.041,23200.0,257.879,0.3,1.5499998,2019-10-29
1511.4,56.27,97.041,23200.0,257.879,0.3,1.5499998,2019-10-30
1511.4,56.27,97.041,23200.0,257.879,0.3,1.5499998,2019-10-31
1511.1,56.6,97.366,23199.0,257.879,0.3,1.5499998,2019-11-01
1483.7,57.29,97.805,23199.0,257.879,0.3,1.5499998,2019-11-02
1493.1,56.38,97.764,23199.0,257.879,0.3,1.5499998,2019-11-03
1466.4,57.15,97.989,23199.0,257.879,0.3,1.5499998,2019-11-04
1462.9,57.26,98.201,23198.0,257.879,0.3,1.5499998,2019-11-05
1462.9,57.26,98.201,23198.0,257.879,0.3,1.5499998,2019-11-06
1462.9,57.26,98.201,23198.0,257.879,0.3,1.5499998,2019-11-07
1457.1,56.9,98.033,23200.0,257.879,0.3,1.5499998,2019-11-08
1453.7,56.85,98.151,23199.0,257.879,0.3,1.5499998,2019-11-09
1463.3,57.2,98.23,23199.0,257.879,0.3,1.5499998,2019-11-10
1473.4,56.88,98.019,23200.0,257.879,0.3,1.5499998,2019-11-11
1468.5,57.83,97.871,23204.0,257.879,0.3,1.5499998,2019-11-12
1468.5,57.83,97.871,23204.0,257.879,0.3,1.5499998,2019-11-13
1468.5,57.83,97.871,23204.0,257.879,0.3,1.5499998,2019-11-14
1471.9,57.14,97.663,23205.0,257.879,0.3,1.5499998,2019-11-15
1474.3,55.35,97.742,23200.0,257.879,0.3,1.5499998,2019-11-16
1474.2,57.01,97.814,23199.0,257.879,0.3,1.5499998,2019-11-17
1463.6,58.41,97.899,23193.0,257.879,0.3,1.5499998,2019-11-18
1463.6,57.66,98.176,23195.0,257.879,0.3,1.5499998,2019-11-19
1463.6,57.66,98.176,23195.0,257.879,0.3,1.5499998,2019-11-20
1463.6,57.66,98.176,23195.0,257.879,0.3,1.5499998,2019-11-21
1456.9,57.91,98.238,23197.0,257.879,0.3,1.5499998,2019-11-22
1460.3,58.32,98.17,23190.0,257.879,0.3,1.5499998,2019-11-23
1457.9,58.05,98.288,23200.0,257.879,0.3,1.5499998,2019-11-24
1472.7,58.08,98.288,23200.0,257.879,0.3,1.5499998,2019-11-25
1470.0,55.14,98.202,23179.0,257.879,0.3,1.5499998,2019-11-26
1470.0,55.14,98.202,23179.0,257.879,0.3,1.5499998,2019-11-27
1470.0,55.14,98.202,23179.0,258.63,0.3,1.5499998,2019-11-28
1466.4,55.91,97.791,23175.0,258.63,0.3,1.5499998,2019-11-29
1481.6,56.03,97.681,23170.0,258.63,0.3,1.5499998,2019-11-30
1477.5,58.34,97.602,23170.0,258.63,0.3,1.5499998,2019-12-01
1480.3,58.34,97.371,23167.0,258.63,0.3,1.5499998,2019-12-02
1462.5,59.1,97.661,23175.0,258.63,0.3,1.5499998,2019-12-03
1462.5,59.1,97.661,23175.0,258.63,0.3,1.5499998,2019-12-04
1462.5,59.1,97.661,23175.0,258.63,0.3,1.5499998,2019-12-05
1462.8,58.92,97.609,23170.0,258.63,0.3,1.5499998,2019-12-06
1465.9,59.14,97.385,23170.0,258.63,0.3,1.5499998,2019-12-07
1472.7,58.65,97.056,23175.0,258.63,0.3,1.5499998,2019-12-08
1469.8,59.06,97.384,23169.0,258.63,0.3,1.5499998,2019-12-09
1478.6,59.98,97.171,23173.0,258.63,0.3,1.5499998,2019-12-10
1478.6,59.98,97.171,23173.0,258.63,0.3,1.5499998,2019-12-11
1478.6,59.98,97.171,23173.0,258.63,0.3,1.5499998,2019-12-12
1477.9,60.14,96.965,23176.0,258.63,0.3,1.5499998,2019-12-13
1477.0,60.87,96.777,23176.0,258.63,0.3,1.5499998,2019-12-14
1474.7,60.85,96.963,23173.0,258.63,0.3,1.5499998,2019-12-15
1480.2,61.18,96.955,23169.0,258.63,0.3,1.5499998,2019-12-16
1477.0,60.25,97.274,23175.0,258.63,0.3,1.5499998,2019-12-17
1477.0,60.25,97.274,23175.0,258.63,0.3,1.5499998,2019-12-18
1477.0,60.25,97.274,23175.0,258.63,0.3,1.5499998,2019-12-19
1484.3,60.35,97.235,23173.0,258.63,0.3,1.5499998,2019-12-20
1500.6,60.94,97.251,23176.0,258.63,0.3,1.5499998,2019-12-21
1500.6,61.19,97.251,23173.0,258.63,0.3,1.5499998,2019-12-22
1510.7,61.48,97.115,23174.0,258.63,0.3,1.5499998,2019-12-23
1514.3,61.53,96.546,23171.0,258.63,0.3,1.5499998,2019-12-24
1514.3,61.53,96.546,23171.0,258.63,0.3,1.5499998,2019-12-25
1514.3,61.53,96.546,23171.0,258.63,0.3,1.5499998,2019-12-26
1518.6,61.44,96.407,23170.0,258.63,0.3,1.5499998,2019-12-27
1523.1,60.77,96.058,23171.0,258.63,0.3,1.5499998,2019-12-28
1523.1,61.33,96.058,23171.0,259.127,0.19999999,1.5499998,2019-12-29
1528.1,60.95,96.525,23168.0,259.127,0.19999999,1.5499998,2019-12-30
1552.4,62.82,96.521,23171.0,259.127,0.19999999,1.5499998,2019-12-31
1552.4,62.82,96.521,23171.0,259.127,0.19999999,1.5499998,2020-01-01
1552.4,62.82,96.521,23171.0,259.127,0.19999999,1.5499998,2020-01-02
1568.8,63.04,96.35,23176.0,259.127,0.19999999,1.5499998,2020-01-03
1574.3,62.51,96.702,23175.0,259.127,0.19999999,1.5499998,2020-01-04
1560.2,59.46,96.996,23175.0,259.127,0.19999999,1.5499998,2020-01-05
1554.3,59.44,97.162,23173.0,259.127,0.19999999,1.5499998,2020-01-06
1560.1,58.99,97.078,23176.0,259.127,0.19999999,1.5499998,2020-01-07
1560.1,58.99,97.078,23176.0,259.127,0.19999999,1.5499998,2020-01-08
1560.1,58.99,97.078,23176.0,259.127,0.19999999,1.5499998,2020-01-09
1550.6,58.08,97.06,23173.0,259.127,0.19999999,1.5499998,2020-01-10
1544.6,58.26,97.094,23175.0,259.127,0.19999999,1.5499998,2020-01-11
1554.0,57.84,96.96,23170.0,259.127,0.19999999,1.5499998,2020-01-12
1550.5,58.53,97.062,23171.0,259.127,0.19999999,1.5499998,2020-01-13
1560.3,58.58,97.359,23170.0,259.127,0.19999999,1.5499998,2020-01-14
1560.3,58.58,97.359,23170.0,259.127,0.19999999,1.5499998,2020-01-15
1560.3,59.27,97.359,23170.0,259.127,0.19999999,1.5499998,2020-01-16
1557.9,58.73,97.359,23169.0,259.127,0.19999999,1.5499998,2020-01-17
1557.9,58.38,97.294,23170.0,259.127,0.19999999,1.5499998,2020-01-18
1556.7,56.76,97.295,23169.0,259.127,0.19999999,1.5499998,2020-01-19
1565.4,55.61,97.484,23169.0,259.127,0.19999999,1.5499998,2020-01-20
1571.9,54.2,97.65,23169.0,259.127,0.19999999,1.5499998,2020-01-21
1571.9,54.2,97.65,23169.0,259.127,0.19999999,1.5499998,2020-01-22
1571.9,54.2,97.65,23169.0,259.127,0.19999999,1.5499998,2020-01-23
1577.4,53.18,97.767,23169.0,259.127,0.19999999,1.5499998,2020-01-24
1569.8,53.52,97.835,23169.0,259.127,0.19999999,1.5499998,2020-01-25
1570.4,53.41,97.819,23169.0,259.127,0.19999999,1.5499998,2020-01-26
1586.5,52.23,97.706,23182.0,259.127,0.19999999,1.5499998,2020-01-27
1584.9,51.68,97.213,23222.0,259.127,0.19999999,1.5499998,2020-01-28
1584.9,51.68,97.213,23222.0,259.25,0.0,1.5800002,2020-01-29
1584.9,51.68,97.213,23222.0,259.25,0.0,1.5800002,2020-01-30
1579.5,50.28,97.625,23250.0,259.25,0.0,1.5800002,2020-01-31
1552.7,49.8,97.809,23230.0,259.25,0.0,1.5800002,2020-02-01
1560.1,50.92,98.158,23220.0,259.25,0.0,1.5800002,2020-02-02
1567.2,51.14,98.381,23221.0,259.25,0.0,1.5800002,2020-02-03
1570.6,50.55,98.571,23230.0,259.25,0.0,1.5800002,2020-02-04
1570.6,50.55,98.571,23230.0,259.25,0.0,1.5800002,2020-02-05
1570.6,50.55,98.571,23230.0,259.25,0.0,1.5800002,2020-02-06
1576.6,49.78,98.714,23258.0,259.25,0.0,1.5800002,2020-02-07
1567.2,50.17,98.594,23240.0,259.25,0.0,1.5800002,2020-02-08
1568.8,51.41,98.922,23250.0,259.25,0.0,1.5800002,2020-02-09
1576.3,51.66,98.958,23239.0,259.25,0.0,1.5800002,2020-02-10
1583.8,52.32,99.003,23245.0,259.25,0.0,1.5800002,2020-02-11
1583.8,52.32,99.003,23245.0,259.25,0.0,1.5800002,2020-02-12
1583.8,52.36,99.003,23245.0,259.25,0.0,1.5800002,2020-02-13
1603.6,52.2,99.003,23228.0,259.25,0.0,1.5800002,2020-02-14
1601.0,52.290005,99.333,23239.0,259.25,0.0,1.5800002,2020-02-15
1608.8,53.49,99.597,23225.0,259.25,0.0,1.5800002,2020-02-16
1617.4,53.88,99.776,23236.0,259.25,0.0,1.5800002,2020-02-17
1645.1,53.5,99.188,23242.0,259.25,0.0,1.5800002,2020-02-18
1645.1,53.5,99.188,23242.0,259.25,0.0,1.5800002,2020-02-19
1645.1,53.5,99.188,23242.0,259.25,0.0,1.5800002,2020-02-20
1673.5,51.58,99.284,23247.0,259.25,0.0,1.5800002,2020-02-21
1647.0001,50.06,98.901,23270.0,259.25,0.0,1.5800002,2020-02-22
1640.3999,48.88,98.938,23240.0,259.25,0.0,1.5800002,2020-02-23
1642.5,47.29,98.461,23240.0,259.25,0.0,1.5800002,2020-02-24
1566.7,44.94,98.081,23240.0,259.25,0.0,1.5800002,2020-02-25
1566.7,44.94,98.081,23240.0,259.25,0.0,1.5800002,2020-02-26
1566.7,44.94,98.081,23240.0,258.076,-0.5,0.65000004,2020-02-27
1594.8,46.92,97.319,23240.0,258.076,-0.5,0.65000004,2020-02-28
1644.3999,47.33,97.122,23218.0,258.076,-0.5,0.65000004,2020-02-29
1643.0001,46.95,97.307,23206.0,258.076,-0.5,0.65000004,2020-03-01
1668.0,46.06,96.79,23210.0,258.076,-0.5,0.65000004,2020-03-02
1672.3999,41.51,95.934,23205.0,258.076,-0.5,0.65000004,2020-03-03
1672.3999,41.51,95.934,23205.0,258.076,-0.5,0.65000004,2020-03-04
1672.3999,41.51,95.934,23205.0,258.076,-0.5,0.65000004,2020-03-05
1675.7,31.47,94.87,23172.0,258.076,-0.5,0.65000004,2020-03-06
1660.2999,34.73,96.389,23174.0,258.076,-0.5,0.65000004,2020-03-07
1642.3,33.389996,96.492,23172.0,258.076,-0.5,0.65000004,2020-03-08
1590.3,31.980001,97.464,23195.0,258.076,-0.5,0.65000004,2020-03-09
1516.7,32.109997,98.764,23208.0,258.076,-0.5,0.65000004,2020-03-10
1516.7,32.109997,98.764,23208.0,258.076,-0.5,0.65000004,2020-03-11
1516.7,32.109997,98.764,23208.0,258.076,-0.5,0.65000004,2020-03-12
1486.5,29.0,98.24,23225.0,258.076,-0.5,0.65000004,2020-03-13
1525.8,27.329998,99.804,23238.0,258.076,-0.5,0.65000004,2020-03-14
1477.9,20.829998,101.54301,23282.0,258.076,-0.5,0.65000004,2020-03-15
1479.3,25.91,103.605,23354.0,258.076,-0.5,0.65000004,2020-03-16
1484.6,22.63,103.502,23455.0,258.076,-0.5,0.65000004,2020-03-17
1484.6,22.63,103.502,23455.0,258.076,-0.5,0.65000004,2020-03-18
1484.6,22.63,103.502,23455.0,258.076,-0.5,0.65000004,2020-03-19
1567.6,25.48,103.24,23540.0,258.076,-0.5,0.65000004,2020-03-20
1660.8,26.199999,102.247,23580.0,258.076,-0.5,0.65000004,2020-03-21
1633.4,27.16,100.997,23600.0,258.076,-0.5,0.65000004,2020-03-22
1651.2001,25.709997,99.453,23620.0,258.076,-0.5,0.65000004,2020-03-23
1625.0,25.15,98.537,23620.0,258.076,-0.5,0.65000004,2020-03-24
1625.0,25.15,98.537,23620.0,258.076,-0.5,0.65000004,2020-03-25
1625.0,25.15,98.537,23620.0,258.076,-0.5,0.65000004,2020-03-26
1637.1,24.09,99.281,23640.0,258.076,-0.5,0.65000004,2020-03-27
1589.3,24.51,99.092,23616.0,258.076,-0.5,0.65000004,2020-03-28
1584.1,23.74,99.753,23590.0,256.032,-0.8,0.050000034,2020-03-29
1630.7,28.050003,100.271,23590.0,256.032,-0.8,0.050000034,2020-03-30
1637.6,30.899998,100.67701,23550.0,256.032,-0.8,0.050000034,2020-03-31
1637.6,30.899998,100.67701,23550.0,256.032,-0.8,0.050000034,2020-04-01
1637.6,30.899998,100.67701,23550.0,256.032,-0.8,0.050000034,2020-04-02
1684.0,29.979998,100.755005,23440.0,256.032,-0.8,0.050000034,2020-04-03
1672.5999,28.69,99.914,23450.0,256.032,-0.8,0.050000034,2020-04-04
1674.0999,30.17,100.17,23550.0,256.032,-0.8,0.050000034,2020-04-05
1739.9,28.820002,99.504,23488.0,256.032,-0.8,0.050000034,2020-04-06
1739.9,28.820002,99.504,23435.0,256.032,-0.8,0.050000034,2020-04-07
1739.9,28.820002,99.504,23435.0,256.032,-0.8,0.050000034,2020-04-08
1739.9,28.820002,99.504,23435.0,256.032,-0.8,0.050000034,2020-04-09
1749.7999,29.260002,99.336,23432.0,256.032,-0.8,0.050000034,2020-04-10
1759.1001,27.399996,98.885,23471.0,256.032,-0.8,0.050000034,2020-04-11
1729.6,26.04,99.486,23440.0,256.032,-0.8,0.050000034,2020-04-12
1722.7,25.53,100.1,23440.0,256.032,-0.8,0.050000034,2020-04-13
1690.8002,25.03,99.836,23424.0,256.032,-0.8,0.050000034,2020-04-14
1690.8002,25.03,99.836,23424.0,256.032,-0.8,0.050000034,2020-04-15
1690.8002,25.03,99.836,23424.0,256.032,-0.8,0.050000034,2020-04-16
1703.4,20.43,100.058,23450.0,256.032,-0.8,0.050000034,2020-04-17
