"Date","Price","Open","High","Low","Change %"
"10/26/2011","12.280","12.230","12.280","12.230","0.41%"
"10/25/2011","12.230","12.260","12.260","12.230","-0.24%"
"10/24/2011","12.260","12.250","12.260","12.250","0.16%"
"10/21/2011","12.240","12.260","12.260","12.240","-0.16%"
"10/20/2011","12.260","12.240","12.260","12.240","0.16%"
"10/19/2011","12.240","12.240","12.240","12.240","0.00%"
"10/18/2011","12.240","12.250","12.250","12.240","-0.08%"
"10/17/2011","12.250","12.300","12.300","12.250","-0.41%"
"10/14/2011","12.300","12.260","12.300","12.260","0.33%"
"10/13/2011","12.260","12.260","12.260","12.260","0.00%"
"10/12/2011","12.260","12.250","12.260","12.250","0.08%"
"10/11/2011","12.250","12.220","12.250","12.220","0.25%"
"10/10/2011","12.220","12.220","12.220","12.220","0.00%"
"10/07/2011","12.220","12.220","12.220","12.220","0.08%"
"10/06/2011","12.210","12.210","12.210","12.210","0.00%"
"10/05/2011","12.210","12.210","12.210","12.210","0.00%"
"10/04/2011","12.210","12.180","12.210","12.180","0.25%"
"10/03/2011","12.180","12.180","12.180","12.180","0.00%"
"09/30/2011","12.180","12.220","12.220","12.180","-0.33%"
"09/29/2011","12.220","12.220","12.220","12.220","0.00%"
"09/28/2011","12.220","12.180","12.220","12.180","11.90%"
"09/25/2009","10.920","10.920","10.920","10.920","11.05%"
"09/24/2009","9.833","9.833","9.833","9.833","-2.84%"
"09/23/2009","10.120","10.120","10.120","10.120","0.00%"
"09/22/2009","10.120","10.120","10.120","10.120","-7.33%"
"09/21/2009","10.920","10.920","10.920","10.920","0.00%"
"09/18/2009","10.920","10.920","10.920","10.920","0.00%"
"09/17/2009","10.920","10.920","10.920","10.920","7.91%"
"09/16/2009","10.120","10.120","10.120","10.120","2.88%"
"09/15/2009","9.837","9.837","9.837","9.837","-2.80%"
"09/14/2009","10.120","10.120","10.120","10.120","0.00%"
"09/11/2009","10.120","10.120","10.120","10.120","-7.33%"
"09/10/2009","10.920","10.920","10.920","10.920","7.91%"
"09/09/2009","10.120","10.120","10.120","10.120","0.00%"
"09/08/2009","10.120","10.120","10.120","10.120","0.00%"
"09/07/2009","10.120","10.120","10.120","10.120","0.00%"
"09/04/2009","10.120","10.120","10.120","10.120","2.80%"
"09/03/2009","9.844","9.844","9.844","9.844","-3.91%"
"09/01/2009","10.245","10.245","10.245","10.245","-0.01%"
"08/31/2009","10.246","10.246","10.246","10.246","0.00%"
"08/28/2009","10.246","10.246","10.246","10.246","-0.02%"
"08/27/2009","10.248","10.248","10.248","10.248","0.00%"
"08/26/2009","10.248","10.248","10.248","10.248","4.05%"
"08/25/2009","9.849","9.849","9.849","9.849","-3.91%"
"08/24/2009","10.250","10.250","10.250","10.250","0.00%"
"08/21/2009","10.250","10.250","10.250","10.250","-0.02%"
"08/20/2009","10.252","10.252","10.252","10.252","0.00%"
"08/19/2009","10.252","10.252","10.252","10.252","-0.01%"
"08/18/2009","10.253","10.253","10.253","10.253","1.82%"
"08/17/2009","10.070","10.070","10.070","10.070","-1.79%"
"08/14/2009","10.254","10.254","10.254","10.254","-0.01%"
"08/13/2009","10.255","10.255","10.255","10.255","-0.01%"
"08/12/2009","10.256","10.256","10.256","10.256","0.00%"
"08/11/2009","10.256","10.256","10.256","10.256","-0.01%"
"08/10/2009","10.257","10.257","10.257","10.257","1.83%"
"08/07/2009","10.073","10.073","10.073","10.073","-0.01%"
"08/06/2009","10.074","10.074","10.074","10.074","-1.81%"
"08/05/2009","10.260","10.260","10.260","10.260","1.84%"
"08/04/2009","10.075","10.075","10.075","10.075","0.16%"
"08/03/2009","10.059","10.059","10.059","10.059","-4.06%"
"07/31/2009","10.485","10.485","10.485","10.485","4.26%"
"07/30/2009","10.057","10.057","10.057","10.057","0.01%"
"07/29/2009","10.056","10.056","10.056","10.056","-4.10%"
"07/28/2009","10.486","10.486","10.486","10.486","0.00%"
"07/27/2009","10.486","10.486","10.486","10.486","0.00%"
"07/24/2009","10.486","10.486","10.486","10.486","4.31%"
"07/23/2009","10.053","10.053","10.053","10.053","0.01%"
"07/21/2009","10.052","10.052","10.052","10.052","-4.15%"
"07/20/2009","10.487","10.487","10.487","10.487","0.00%"
"07/17/2009","10.487","10.487","10.487","10.487","-0.01%"
"07/16/2009","10.488","10.488","10.488","10.488","4.75%"
"07/15/2009","10.012","10.012","10.012","10.012","0.00%"
"07/14/2009","10.012","10.012","10.012","10.012","0.89%"
"07/13/2009","9.924","9.924","9.924","9.924","-0.88%"
"07/10/2009","10.012","10.012","10.012","10.012","0.01%"
"07/09/2009","10.011","10.011","10.011","10.011","0.00%"
"07/08/2009","10.011","10.011","10.011","10.011","0.00%"
"07/07/2009","10.011","10.011","10.011","10.011","0.45%"
"07/06/2009","9.966","9.966","9.966","9.966","0.00%"
"07/03/2009","9.966","9.966","9.966","9.966","0.00%"
"07/02/2009","9.966","9.966","9.966","9.966","0.67%"
"07/01/2009","9.900","9.900","9.900","9.900","0.00%"
"06/30/2009","9.900","9.900","9.900","9.900","3.77%"
"06/29/2009","9.540","9.540","9.540","9.540","-3.64%"
"06/26/2009","9.900","9.900","9.900","9.900","3.80%"
"06/25/2009","9.538","9.538","9.538","9.538","-3.66%"
"06/24/2009","9.900","9.900","9.900","9.900","3.81%"
"06/23/2009","9.537","9.537","9.537","9.537","-3.67%"
"06/22/2009","9.900","9.900","9.900","9.900","3.83%"
"06/19/2009","9.535","9.535","9.535","9.535","0.01%"
"06/18/2009","9.534","9.534","9.534","9.534","0.01%"
"06/17/2009","9.533","9.533","9.533","9.533","0.00%"
"06/16/2009","9.533","9.533","9.533","9.533","0.01%"
"06/15/2009","9.532","9.532","9.532","9.532","0.00%"
"06/12/2009","9.532","9.532","9.532","9.532","0.02%"
"06/11/2009","9.530","9.530","9.530","9.530","-3.74%"
"06/10/2009","9.900","9.900","9.900","9.900","0.00%"
"06/09/2009","9.900","9.900","9.900","9.900","0.00%"
"06/08/2009","9.900","9.900","9.900","9.900","4.10%"
"06/05/2009","9.510","9.510","9.510","9.510","-3.78%"
"06/04/2009","9.884","9.884","9.884","9.884","0.00%"
"06/03/2009","9.884","9.884","9.884","9.884","0.00%"
"06/02/2009","9.884","9.884","9.884","9.884","3.98%"
"06/01/2009","9.506","9.506","9.506","9.506","5.50%"
"05/29/2009","9.010","9.010","9.010","9.010","0.01%"
"05/28/2009","9.009","9.009","9.009","9.009","0.00%"
"05/27/2009","9.009","9.009","9.009","9.009","0.00%"
"05/26/2009","9.009","9.009","9.009","9.009","0.00%"
"05/25/2009","9.009","9.009","9.009","9.009","0.00%"
"05/22/2009","9.009","9.009","9.009","9.009","0.00%"
"05/21/2009","9.009","9.009","9.009","9.009","0.01%"
"05/20/2009","9.008","9.008","9.008","9.008","0.00%"
"05/19/2009","9.008","9.008","9.008","9.008","0.00%"
"05/18/2009","9.008","9.008","9.008","9.008","0.00%"
"05/15/2009","9.008","9.008","9.008","9.008","0.01%"
"05/14/2009","9.007","9.007","9.007","9.007","0.00%"
"05/13/2009","9.007","9.007","9.007","9.007","0.00%"
"05/12/2009","9.007","9.007","9.007","9.007","0.00%"
"05/11/2009","9.007","9.007","9.007","9.007","0.00%"
"05/08/2009","9.007","9.007","9.007","9.007","0.01%"
"05/07/2009","9.006","9.006","9.006","9.006","-0.01%"
"05/06/2009","9.007","9.007","9.007","9.007","0.01%"
"05/05/2009","9.006","9.006","9.006","9.006","0.00%"
"05/04/2009","9.006","9.006","9.006","9.006","0.00%"
"04/29/2009","9.006","9.006","9.006","9.006","0.01%"
"04/28/2009","9.005","9.005","9.005","9.005","0.00%"
"04/27/2009","9.005","9.005","9.005","9.005","0.00%"
"04/24/2009","9.005","9.005","9.005","9.005","0.00%"
"04/23/2009","9.005","9.005","9.005","9.005","0.00%"
"04/22/2009","9.005","9.005","9.005","9.005","0.01%"
"04/21/2009","9.004","9.004","9.004","9.004","0.00%"
"04/20/2009","9.004","9.004","9.004","9.004","0.00%"
"04/17/2009","9.004","9.004","9.004","9.004","0.00%"
"04/16/2009","9.004","9.004","9.004","9.004","0.01%"
"04/15/2009","9.003","9.003","9.003","9.003","0.00%"
"04/14/2009","9.003","9.003","9.003","9.003","0.00%"
"04/13/2009","9.003","9.003","9.003","9.003","0.00%"
"04/10/2009","9.003","9.003","9.003","9.003","0.00%"
"04/09/2009","9.003","9.003","9.003","9.003","0.01%"
"04/08/2009","9.002","9.002","9.002","9.002","-0.01%"
"04/07/2009","9.003","9.003","9.003","9.003","-1.56%"
"04/03/2009","9.146","9.146","9.146","9.146","-0.02%"
"04/02/2009","9.148","9.148","9.148","9.148","-0.53%"
"04/01/2009","9.197","9.197","9.197","9.197","0.00%"
"03/31/2009","9.197","9.197","9.197","9.197","0.00%"
"03/30/2009","9.197","9.197","9.197","9.197","-0.01%"
"03/27/2009","9.198","9.198","9.198","9.198","0.00%"
"03/26/2009","9.198","9.198","9.198","9.198","-0.01%"
"03/25/2009","9.199","9.199","9.199","9.199","0.00%"
"03/24/2009","9.199","9.199","9.199","9.199","-1.08%"
"03/23/2009","9.299","9.299","9.299","9.299","0.00%"
"03/20/2009","9.299","9.299","9.299","9.299","-0.01%"
"03/19/2009","9.300","9.300","9.300","9.300","0.00%"
"03/18/2009","9.300","9.300","9.300","9.300","0.00%"
"03/17/2009","9.300","9.300","9.300","9.300","0.00%"
"03/16/2009","9.300","9.300","9.300","9.300","-1.05%"
"03/13/2009","9.399","9.399","9.399","9.399","0.00%"
"03/12/2009","9.399","9.399","9.399","9.399","0.00%"
"03/11/2009","9.399","9.399","9.399","9.399","0.00%"
"03/10/2009","9.399","9.399","9.399","9.399","1.06%"
"03/09/2009","9.300","9.300","9.300","9.300","-0.52%"
"03/06/2009","9.349","9.349","9.349","9.349","4.38%"
"03/05/2009","8.957","8.957","8.957","8.957","0.04%"
"03/04/2009","8.953","8.953","8.953","8.953","0.00%"
"03/03/2009","8.953","8.953","8.953","8.953","-0.01%"
"03/02/2009","8.954","8.954","8.954","8.954","-4.63%"
"02/27/2009","9.389","9.389","9.389","9.389","-0.01%"
"02/26/2009","9.390","9.390","9.390","9.390","0.00%"
"02/25/2009","9.390","9.390","9.390","9.390","1.46%"
"02/24/2009","9.255","9.255","9.255","9.255","4.11%"
"02/23/2009","8.890","8.890","8.890","8.890","-3.22%"
"02/20/2009","9.186","9.186","9.186","9.186","0.17%"
"02/19/2009","9.170","9.170","9.170","9.170","8.00%"
"02/18/2009","8.491","8.491","8.491","8.491","-7.42%"
"02/17/2009","9.172","9.172","9.172","9.172","8.02%"
"02/16/2009","8.491","8.491","8.491","8.491","-7.44%"
"02/13/2009","9.174","9.174","9.174","9.174","-0.04%"
"02/12/2009","9.178","9.178","9.178","9.178","-0.01%"
"02/11/2009","9.179","9.179","9.179","9.179","-0.01%"
"02/10/2009","9.180","9.180","9.180","9.180","8.10%"
"02/09/2009","8.492","8.492","8.492","8.492","-7.51%"
"02/06/2009","9.182","9.182","9.182","9.182","8.13%"
"02/05/2009","8.492","8.492","8.492","8.492","-0.01%"
"02/04/2009","8.493","8.493","8.493","8.493","-7.56%"
"02/03/2009","9.188","9.188","9.188","9.188","-0.17%"
"02/02/2009","9.204","9.204","9.204","9.204","-2.47%"
"01/30/2009","9.437","9.437","9.437","9.437","-0.05%"
"01/23/2009","9.442","9.442","9.442","9.442","-0.08%"
"01/22/2009","9.450","9.450","9.450","9.450","-0.01%"
"01/21/2009","9.451","9.451","9.451","9.451","-0.01%"
"01/20/2009","9.452","9.452","9.452","9.452","-0.01%"
"01/19/2009","9.453","9.453","9.453","9.453","-0.01%"
"01/16/2009","9.454","9.454","9.454","9.454","-4.84%"
"01/15/2009","9.935","9.935","9.935","9.935","12.85%"
"01/14/2009","8.804","8.804","8.804","8.804","0.00%"
"01/13/2009","8.804","8.804","8.804","8.804","0.00%"
"01/12/2009","8.804","8.804","8.804","8.804","-6.38%"
"01/09/2009","9.404","9.404","9.404","9.404","0.00%"
"01/08/2009","9.404","9.404","9.404","9.404","-5.79%"
"01/07/2009","9.982","9.982","9.982","9.982","-0.18%"
"01/06/2009","10.000","10.000","10.000","10.000","1.97%"
"01/05/2009","9.807","9.807","9.807","9.807","-1.93%"
"01/02/2009","10.000","10.000","10.000","10.000","-1.05%"
"01/01/2009","10.106","10.106","10.106","10.106","0.00%"
"12/31/2008","10.106","10.106","10.106","10.106","0.01%"
"12/30/2008","10.105","10.105","10.105","10.105","0.00%"
"12/29/2008","10.105","10.105","10.105","10.105","-3.72%"
"12/26/2008","10.495","10.495","10.495","10.495","3.87%"
"12/25/2008","10.104","10.104","10.104","10.104","0.01%"
"12/24/2008","10.103","10.103","10.103","10.103","0.00%"
"12/23/2008","10.103","10.103","10.103","10.103","0.00%"
"12/22/2008","10.103","10.103","10.103","10.103","-3.82%"
"12/19/2008","10.504","10.504","10.504","10.504","0.02%"
"12/18/2008","10.502","10.502","10.502","10.502","0.00%"
"12/17/2008","10.502","10.502","10.502","10.502","0.00%"
"12/16/2008","10.502","10.502","10.502","10.502","0.01%"
"12/15/2008","10.501","10.501","10.501","10.501","0.00%"
"12/12/2008","10.501","10.501","10.501","10.501","0.03%"
"12/11/2008","10.498","10.498","10.498","10.498","0.01%"
"12/10/2008","10.497","10.497","10.497","10.497","0.02%"
"12/09/2008","10.495","10.495","10.495","10.495","0.01%"
"12/08/2008","10.494","10.494","10.494","10.494","0.02%"
"12/05/2008","10.492","10.492","10.492","10.492","-5.31%"
"12/04/2008","11.080","11.080","11.080","11.080","5.67%"
"12/03/2008","10.485","10.485","10.485","10.485","-15.82%"
"12/02/2008","12.456","12.456","12.456","12.456","10.52%"
"12/01/2008","11.270","11.270","11.270","11.270","-9.46%"
"11/28/2008","12.448","12.448","12.448","12.448","0.11%"
"11/27/2008","12.434","12.434","12.434","12.434","10.47%"
"11/26/2008","11.256","11.256","11.256","11.256","0.03%"
"11/25/2008","11.253","11.253","11.253","11.253","-0.09%"
"11/24/2008","11.263","11.263","11.263","11.263","-9.39%"
"11/21/2008","12.430","12.430","12.430","12.430","-0.03%"
"11/20/2008","12.434","12.434","12.434","12.434","0.02%"
"11/19/2008","12.431","12.431","12.431","12.431","0.02%"
"11/18/2008","12.428","12.428","12.428","12.428","-0.11%"
"11/17/2008","12.442","12.442","12.442","12.442","0.02%"
"11/14/2008","12.440","12.440","12.440","12.440","-0.10%"
"11/13/2008","12.452","12.452","12.452","12.452","0.01%"
"11/12/2008","12.451","12.451","12.451","12.451","0.02%"
"11/11/2008","12.449","12.449","12.449","12.449","-12.68%"
"11/10/2008","14.256","14.256","14.256","14.256","-2.92%"
"11/07/2008","14.685","14.685","14.685","14.685","-0.29%"
"11/06/2008","14.728","14.728","14.728","14.728","-4.61%"
"11/05/2008","15.439","15.439","15.439","15.439","4.50%"
"11/04/2008","14.774","14.774","14.774","14.774","-4.29%"
"11/03/2008","15.436","15.436","15.436","15.436","0.01%"
"10/31/2008","15.434","15.434","15.434","15.434","1.27%"
"10/30/2008","15.241","15.241","15.241","15.241","-1.21%"
"10/29/2008","15.428","15.428","15.428","15.428","-0.46%"
"10/28/2008","15.500","15.500","15.500","15.500","-4.17%"
"10/27/2008","16.174","16.174","16.174","16.174","-0.47%"
"10/24/2008","16.250","16.250","16.250","16.250","-0.31%"
"10/23/2008","16.300","16.300","16.300","16.300","0.00%"
"10/22/2008","16.300","16.300","16.300","16.300","0.00%"
"10/21/2008","16.300","16.300","16.300","16.300","-0.69%"
"10/20/2008","16.413","16.413","16.413","16.413","0.01%"
"10/17/2008","16.412","16.412","16.412","16.412","-0.53%"
"10/16/2008","16.500","16.500","16.500","16.500","0.00%"
"10/15/2008","16.500","16.500","16.500","16.500","1.54%"
"10/14/2008","16.250","16.250","16.250","16.250","0.00%"
"10/13/2008","16.250","16.250","16.250","16.250","-4.41%"
"10/10/2008","17.000","17.000","17.000","17.000","0.00%"
"10/09/2008","17.000","17.000","17.000","17.000","3.03%"
"10/08/2008","16.500","16.500","16.500","16.500","0.00%"
"10/07/2008","16.500","16.500","16.500","16.500","0.00%"
"10/06/2008","16.500","16.500","16.500","16.500","1.85%"
"10/03/2008","16.200","16.200","16.200","16.200","0.00%"
"10/02/2008","16.200","16.200","16.200","16.200","0.00%"
"10/01/2008","16.200","16.200","16.200","16.200","0.00%"
"09/30/2008","16.200","16.200","16.200","16.200","0.00%"
"09/29/2008","16.200","16.200","16.200","16.200","6.23%"
"09/26/2008","15.250","15.250","15.250","15.250","0.00%"
"09/25/2008","15.250","15.250","15.250","15.250","-7.58%"
"09/24/2008","16.500","16.500","16.500","16.500","8.20%"
"09/23/2008","15.250","15.250","15.250","15.250","-7.58%"
"09/22/2008","16.500","16.500","16.500","16.500","0.00%"
"09/19/2008","16.500","16.500","16.500","16.500","3.13%"
"09/18/2008","16.000","16.000","16.000","16.000","0.00%"
"09/17/2008","16.000","16.000","16.000","16.000","0.00%"
"09/16/2008","16.000","16.000","16.000","16.000","4.92%"
"09/15/2008","15.250","15.250","15.250","15.250","-4.69%"
"09/12/2008","16.000","16.000","16.000","16.000","4.92%"
"09/11/2008","15.250","15.250","15.250","15.250","-4.69%"
"09/10/2008","16.000","16.000","16.000","16.000","0.00%"
"09/09/2008","16.000","16.000","16.000","16.000","0.00%"
"09/08/2008","16.000","16.000","16.000","16.000","-3.03%"
"09/05/2008","16.500","16.500","16.500","16.500","3.13%"
"09/04/2008","16.000","16.000","16.000","16.000","0.00%"
"09/03/2008","16.000","16.000","16.000","16.000","-3.03%"
"09/01/2008","16.500","16.500","16.500","16.500","0.00%"
"08/29/2008","16.500","16.500","16.500","16.500","0.00%"
"08/28/2008","16.500","16.500","16.500","16.500","0.00%"
"08/27/2008","16.500","16.500","16.500","16.500","3.13%"
"08/26/2008","16.000","16.000","16.000","16.000","0.00%"
"08/25/2008","16.000","16.000","16.000","16.000","0.00%"
"08/22/2008","16.000","16.000","16.000","16.000","-3.03%"
"08/21/2008","16.500","16.500","16.500","16.500","0.00%"
"08/20/2008","16.500","16.500","16.500","16.500","-2.94%"
"08/19/2008","17.000","17.000","17.000","17.000","3.03%"
"08/18/2008","16.500","16.500","16.500","16.500","-2.94%"
"08/15/2008","17.000","17.000","17.000","17.000","-2.86%"
"08/14/2008","17.500","17.500","17.500","17.500","0.00%"
"08/13/2008","17.500","17.500","17.500","17.500","0.00%"
"08/12/2008","17.500","17.500","17.500","17.500","6.06%"
"08/11/2008","16.500","16.500","16.500","16.500","-5.71%"
"08/08/2008","17.500","17.500","17.500","17.500","0.00%"
"08/07/2008","17.500","17.500","17.500","17.500","0.00%"
"08/06/2008","17.500","17.500","17.500","17.500","6.06%"
"08/05/2008","16.500","16.500","16.500","16.500","-8.33%"
"08/04/2008","18.000","18.000","18.000","18.000","-2.70%"
"08/01/2008","18.500","18.500","18.500","18.500","12.12%"
"07/31/2008","16.500","16.500","16.500","16.500","-13.16%"
"07/30/2008","19.000","19.000","19.000","19.000","0.00%"
"07/29/2008","19.000","19.000","19.000","19.000","0.00%"
"07/28/2008","19.000","19.000","19.000","19.000","15.15%"
"07/25/2008","16.500","16.500","16.500","16.500","0.00%"
"07/24/2008","16.500","16.500","16.500","16.500","-19.51%"
"07/23/2008","20.500","20.500","20.500","20.500","0.00%"
"07/22/2008","20.500","20.500","20.500","20.500","0.00%"
"07/21/2008","20.500","20.500","20.500","20.500","0.00%"
"07/18/2008","20.500","20.500","20.500","20.500","-2.38%"
"07/17/2008","21.000","21.000","21.000","21.000","0.00%"
"07/16/2008","21.000","21.000","21.000","21.000","0.00%"
"07/15/2008","21.000","21.000","21.000","21.000","0.00%"
"07/14/2008","21.000","21.000","21.000","21.000","0.00%"
"07/11/2008","21.000","21.000","21.000","21.000","0.00%"
"07/10/2008","21.000","21.000","21.000","21.000","0.00%"
"07/09/2008","21.000","21.000","21.000","21.000","0.00%"
"07/08/2008","21.000","21.000","21.000","21.000","0.00%"
"07/07/2008","21.000","21.000","21.000","21.000","0.00%"
"07/04/2008","21.000","21.000","21.000","21.000","0.00%"
"07/03/2008","21.000","21.000","21.000","21.000","27.27%"
"07/02/2008","16.500","16.500","16.500","16.500","0.00%"
"07/01/2008","16.500","16.500","16.500","16.500","-2.94%"
"06/30/2008","17.000","17.000","17.000","17.000","0.00%"
"06/27/2008","17.000","17.000","17.000","17.000","0.00%"
"06/26/2008","17.000","17.000","17.000","17.000","0.00%"
"06/23/2008","17.000","17.000","17.000","17.000","0.00%"
"06/20/2008","17.000","17.000","17.000","17.000","0.00%"
"06/19/2008","17.000","17.000","17.000","17.000","0.00%"
"06/17/2008","17.000","17.000","17.000","17.000","0.00%"
"06/16/2008","17.000","17.000","17.000","17.000","52.47%"
"05/29/2008","11.150","11.150","11.150","11.150","0.00%"
"05/27/2008","11.150","11.150","11.150","11.150","0.00%"
"05/20/2008","11.150","11.150","11.150","11.150","-8.98%"
"05/15/2008","12.250","12.250","12.250","12.250","11.36%"
"05/12/2008","11.000","11.000","11.000","11.000","13.40%"
"05/08/2008","9.700","9.700","9.700","9.700","0.00%"
"05/06/2008","9.700","9.700","9.700","9.700","5.43%"
"04/29/2008","9.200","9.200","9.200","9.200","0.00%"
"04/28/2008","9.200","9.200","9.200","9.200","3.95%"
"04/22/2008","8.850","8.850","8.850","8.850","-3.80%"
"04/21/2008","9.200","9.200","9.200","9.200","3.95%"
"04/16/2008","8.850","8.850","8.850","8.850","0.00%"
"04/11/2008","8.850","8.850","8.850","8.850","0.00%"
"04/10/2008","8.850","8.850","8.850","8.850","-2.21%"
"04/09/2008","9.050","9.050","9.050","9.050","2.26%"
"04/08/2008","8.850","8.850","8.850","8.850","0.00%"
