"Date","Price","Open","High","Low","Change %"
"04/18/2017","5.086","5.086","5.086","5.086","0.18%"
"04/17/2017","5.077","5.077","5.077","5.077","0.02%"
"04/14/2017","5.076","5.076","5.076","5.076","0.16%"
"04/13/2017","5.068","5.068","5.068","5.068","-0.02%"
"04/12/2017","5.069","5.069","5.069","5.069","-0.94%"
"04/11/2017","5.117","5.117","5.117","5.117","0.27%"
"04/10/2017","5.103","5.103","5.103","5.103","0.00%"
"04/07/2017","5.103","5.103","5.103","5.103","0.00%"
"04/06/2017","5.103","5.103","5.103","5.103","0.00%"
"04/05/2017","5.103","5.103","5.103","5.103","-0.66%"
"04/04/2017","5.137","5.137","5.137","5.137","0.00%"
"04/03/2017","5.137","5.137","5.137","5.137","0.00%"
"03/31/2017","5.137","5.137","5.137","5.137","1.58%"
"03/30/2017","5.057","5.057","5.057","5.057","0.00%"
"03/29/2017","5.057","5.057","5.057","5.057","0.00%"
"03/28/2017","5.057","5.057","5.057","5.057","0.00%"
"03/27/2017","5.057","5.057","5.057","5.057","0.00%"
"03/26/2017","5.057","5.057","5.057","5.057","0.00%"
"03/24/2017","5.057","5.057","5.057","5.057","0.06%"
"03/23/2017","5.054","5.054","5.054","5.054","0.60%"
"03/22/2017","5.024","5.024","5.024","5.024","0.00%"
"03/21/2017","5.024","5.024","5.024","5.024","0.28%"
"03/20/2017","5.010","5.010","5.010","5.010","0.14%"
"03/18/2017","5.003","5.003","5.003","5.003","0.00%"
"03/17/2017","5.003","5.003","5.003","5.003","0.20%"
"03/16/2017","4.993","4.993","4.993","4.993","-0.97%"
"03/15/2017","5.042","5.042","5.042","5.042","-0.61%"
"03/14/2017","5.073","5.073","5.073","5.073","0.73%"
"03/13/2017","5.036","5.036","5.036","5.036","0.04%"
"03/10/2017","5.034","5.034","5.034","5.034","-0.04%"
"03/09/2017","5.036","5.036","5.036","5.036","0.38%"
"03/08/2017","5.017","5.017","5.017","5.017","0.00%"
"03/07/2017","5.017","5.017","5.017","5.017","0.00%"
"03/06/2017","5.017","5.017","5.017","5.017","0.04%"
"03/03/2017","5.015","5.015","5.015","5.015","0.00%"
"03/02/2017","5.015","5.015","5.015","5.015","-0.10%"
"03/01/2017","5.020","5.020","5.020","5.020","1.23%"
"02/28/2017","4.959","4.959","4.959","4.959","0.22%"
"02/27/2017","4.948","4.948","4.948","4.948","-0.26%"
"02/24/2017","4.961","4.961","4.961","4.961","-0.28%"
"02/23/2017","4.975","4.975","4.975","4.975","0.61%"
"02/22/2017","4.945","4.945","4.945","4.945","0.12%"
"02/21/2017","4.939","4.939","4.939","4.939","-1.57%"
"02/20/2017","5.018","5.018","5.018","5.018","-0.95%"
"02/17/2017","5.066","5.066","5.066","5.066","0.84%"
"02/16/2017","5.024","5.024","5.024","5.024","0.84%"
"02/15/2017","4.982","4.982","4.982","4.982","0.18%"
"02/14/2017","4.973","4.973","4.973","4.973","0.10%"
"02/13/2017","4.968","4.968","4.968","4.968","-0.42%"
"02/10/2017","4.989","4.989","4.989","4.989","0.36%"
"02/09/2017","4.971","4.971","4.971","4.971","-0.48%"
"02/08/2017","4.995","4.995","4.995","4.995","0.00%"
"02/07/2017","4.995","4.995","4.995","4.995","-1.75%"
"02/06/2017","5.084","5.084","5.084","5.084","-1.78%"
"02/03/2017","5.176","5.176","5.176","5.176","0.02%"
"02/02/2017","5.175","5.175","5.175","5.175","0.74%"
"02/01/2017","5.137","5.137","5.137","5.137","0.00%"
"01/31/2017","5.137","5.137","5.137","5.137","0.00%"
"01/30/2017","5.137","5.137","5.137","5.137","0.00%"
"01/27/2017","5.137","5.137","5.137","5.137","0.00%"
"01/26/2017","5.137","5.137","5.137","5.137","0.00%"
"01/25/2017","5.137","5.137","5.137","5.137","-0.17%"
"01/24/2017","5.146","5.146","5.146","5.146","-0.64%"
"01/23/2017","5.179","5.179","5.179","5.179","0.00%"
"01/20/2017","5.179","5.179","5.179","5.179","0.00%"
"01/19/2017","5.179","5.179","5.179","5.179","-0.63%"
"01/18/2017","5.212","5.212","5.212","5.212","-0.15%"
"01/17/2017","5.220","5.220","5.220","5.220","-0.19%"
"01/16/2017","5.230","5.230","5.230","5.230","0.97%"
"01/13/2017","5.180","5.180","5.180","5.180","0.12%"
"01/12/2017","5.174","5.174","5.174","5.174","-0.82%"
"01/11/2017","5.217","5.217","5.217","5.217","-1.75%"
"01/10/2017","5.310","5.310","5.310","5.310","-1.56%"
"01/09/2017","5.394","5.394","5.394","5.394","0.00%"
"01/06/2017","5.394","5.394","5.394","5.394","-0.64%"
"01/05/2017","5.429","5.429","5.429","5.429","-0.29%"
"01/04/2017","5.445","5.445","5.445","5.445","-0.29%"
"01/03/2017","5.461","5.461","5.461","5.461","0.40%"
"01/02/2017","5.439","5.439","5.439","5.439","0.00%"
"12/30/2016","5.439","5.439","5.439","5.439","-0.42%"
"12/29/2016","5.462","5.462","5.462","5.462","-0.02%"
"12/28/2016","5.463","5.463","5.463","5.463","-0.60%"
"12/27/2016","5.496","5.496","5.496","5.496","0.00%"
"12/26/2016","5.496","5.496","5.496","5.496","-0.47%"
"12/23/2016","5.522","5.522","5.522","5.522","-0.34%"
"12/22/2016","5.541","5.541","5.541","5.541","-0.32%"
"12/21/2016","5.559","5.559","5.559","5.559","0.02%"
"12/20/2016","5.558","5.558","5.558","5.558","-0.11%"
"12/19/2016","5.564","5.564","5.564","5.564","0.14%"
"12/16/2016","5.556","5.556","5.556","5.556","0.56%"
"12/15/2016","5.525","5.525","5.525","5.525","0.82%"
"12/14/2016","5.480","5.480","5.480","5.480","1.35%"
"12/13/2016","5.407","5.407","5.407","5.407","0.43%"
"12/12/2016","5.384","5.384","5.384","5.384","1.43%"
"12/09/2016","5.308","5.308","5.308","5.308","0.13%"
"12/08/2016","5.301","5.301","5.301","5.301","0.00%"
"12/07/2016","5.301","5.301","5.301","5.301","0.47%"
"12/06/2016","5.276","5.276","5.276","5.276","0.06%"
"12/05/2016","5.273","5.273","5.273","5.273","0.27%"
"12/02/2016","5.259","5.259","5.259","5.259","0.02%"
"12/01/2016","5.258","5.258","5.258","5.258","0.00%"
"11/30/2016","5.258","5.258","5.258","5.258","-0.51%"
"11/29/2016","5.285","5.285","5.285","5.285","0.78%"
"11/28/2016","5.244","5.244","5.244","5.244","0.00%"
"11/25/2016","5.244","5.244","5.244","5.244","0.00%"
"11/24/2016","5.244","5.244","5.244","5.244","0.83%"
"11/23/2016","5.201","5.201","5.201","5.201","0.37%"
"11/22/2016","5.182","5.182","5.182","5.182","-4.20%"
"11/21/2016","5.409","5.409","5.409","5.409","0.00%"
"11/18/2016","5.409","5.409","5.409","5.409","-0.24%"
"11/17/2016","5.422","5.422","5.422","5.422","3.24%"
"11/16/2016","5.252","5.252","5.252","5.252","3.10%"
"11/15/2016","5.094","5.094","5.094","5.094","-1.18%"
"11/14/2016","5.155","5.155","5.155","5.155","1.16%"
"11/11/2016","5.096","5.096","5.096","5.096","-0.06%"
"11/10/2016","5.099","5.099","5.099","5.099","0.00%"
"11/09/2016","5.099","5.099","5.099","5.099","-0.16%"
"11/08/2016","5.107","5.107","5.107","5.107","1.07%"
"11/07/2016","5.053","5.053","5.053","5.053","0.00%"
"11/04/2016","5.053","5.053","5.053","5.053","0.42%"
"11/03/2016","5.032","5.032","5.032","5.032","0.04%"
"11/02/2016","5.030","5.030","5.030","5.030","0.00%"
"11/01/2016","5.030","5.030","5.030","5.030","0.16%"
"10/31/2016","5.022","5.022","5.022","5.022","0.12%"
"10/28/2016","5.016","5.016","5.016","5.016","0.00%"
"10/27/2016","5.016","5.016","5.016","5.016","-0.08%"
"10/26/2016","5.020","5.020","5.020","5.020","-0.30%"
"10/25/2016","5.035","5.035","5.035","5.035","0.40%"
"10/24/2016","5.015","5.015","5.015","5.015","0.26%"
"10/21/2016","5.002","5.002","5.002","5.002","-0.60%"
"10/20/2016","5.032","5.032","5.032","5.032","-0.47%"
"10/19/2016","5.056","5.056","5.056","5.056","-0.59%"
"10/18/2016","5.086","5.086","5.086","5.086","-0.16%"
"10/17/2016","5.094","5.094","5.094","5.094","0.49%"
"10/15/2016","5.069","5.069","5.069","5.069","0.00%"
"10/14/2016","5.069","5.069","5.069","5.069","2.51%"
"10/13/2016","4.945","4.945","4.945","4.945","0.22%"
"10/12/2016","4.934","4.934","4.934","4.934","0.06%"
"10/11/2016","4.931","4.931","4.931","4.931","0.00%"
"10/10/2016","4.931","4.931","4.931","4.931","0.06%"
"10/07/2016","4.928","4.928","4.928","4.928","-4.90%"
"10/06/2016","5.182","5.182","5.182","5.182","3.66%"
"10/05/2016","4.999","4.999","4.999","4.999","-1.48%"
"10/04/2016","5.074","5.074","5.074","5.074","-2.12%"
"10/03/2016","5.184","5.184","5.184","5.184","1.77%"
"09/30/2016","5.094","5.094","5.094","5.094","0.49%"
"09/29/2016","5.069","5.069","5.069","5.069","0.70%"
"09/28/2016","5.034","5.034","5.034","5.034","-3.23%"
"09/27/2016","5.202","5.202","5.202","5.202","-2.89%"
"09/26/2016","5.357","5.357","5.357","5.357","-0.70%"
"09/25/2016","5.395","5.395","5.395","5.395","0.00%"
"09/24/2016","5.395","5.395","5.395","5.395","0.00%"
"09/23/2016","5.395","5.395","5.395","5.395","-0.90%"
"09/22/2016","5.444","5.444","5.444","5.444","-0.29%"
"09/21/2016","5.460","5.460","5.460","5.460","0.07%"
"09/20/2016","5.456","5.456","5.456","5.456","0.07%"
"09/19/2016","5.452","5.452","5.452","5.452","-0.11%"
"09/17/2016","5.458","5.458","5.458","5.458","0.00%"
"09/16/2016","5.458","5.458","5.458","5.458","-2.41%"
"09/15/2016","5.593","5.593","5.593","5.593","0.00%"
"09/14/2016","5.593","5.593","5.593","5.593","0.23%"
"09/13/2016","5.580","5.580","5.580","5.580","0.18%"
"09/12/2016","5.570","5.570","5.570","5.570","-0.11%"
"09/09/2016","5.576","5.576","5.576","5.576","-0.69%"
"09/08/2016","5.615","5.615","5.615","5.615","-0.41%"
"09/07/2016","5.638","5.638","5.638","5.638","0.37%"
"09/06/2016","5.617","5.617","5.617","5.617","-0.32%"
"09/05/2016","5.635","5.635","5.635","5.635","-1.05%"
"09/02/2016","5.695","5.696","5.696","5.695","-0.02%"
"09/01/2016","5.696","5.696","5.696","5.696","-0.54%"
"08/31/2016","5.727","5.727","5.727","5.727","-0.38%"
"08/30/2016","5.749","5.749","5.749","5.749","-0.17%"
"08/29/2016","5.759","5.759","5.759","5.759","0.96%"
"08/26/2016","5.704","5.704","5.704","5.704","0.00%"
"08/25/2016","5.704","5.704","5.704","5.704","-2.01%"
"08/24/2016","5.821","5.821","5.821","5.821","-0.68%"
"08/23/2016","5.861","5.861","5.861","5.861","-0.48%"
"08/22/2016","5.889","5.889","5.889","5.889","0.00%"
"08/19/2016","5.889","5.889","5.889","5.889","0.31%"
"08/18/2016","5.871","5.871","5.871","5.871","-0.29%"
"08/17/2016","5.888","5.888","5.888","5.888","0.26%"
"08/16/2016","5.873","5.873","5.873","5.873","-0.93%"
"08/15/2016","5.928","5.928","5.928","5.928","-1.38%"
"08/14/2016","6.011","6.011","6.011","6.011","0.00%"
"08/13/2016","6.011","6.011","6.011","6.011","0.00%"
"08/12/2016","6.011","6.011","6.011","6.011","-0.33%"
"08/11/2016","6.031","6.031","6.031","6.031","-0.30%"
"08/10/2016","6.049","6.049","6.049","6.049","-0.17%"
"08/09/2016","6.059","6.059","6.059","6.059","-0.18%"
"08/08/2016","6.070","6.070","6.070","6.070","-0.56%"
"08/06/2016","6.104","6.104","6.104","6.104","0.00%"
"08/05/2016","6.104","6.104","6.104","6.104","-0.02%"
"08/04/2016","6.105","6.105","6.105","6.105","-0.16%"
"08/03/2016","6.115","6.115","6.115","6.115","-0.03%"
"08/02/2016","6.117","6.117","6.117","6.117","0.02%"
"08/01/2016","6.116","6.116","6.116","6.116","0.03%"
"07/29/2016","6.114","6.114","6.114","6.114","0.15%"
"07/28/2016","6.105","6.105","6.105","6.105","-0.08%"
"07/27/2016","6.110","6.110","6.110","6.110","-0.05%"
"07/26/2016","6.113","6.113","6.113","6.113","0.18%"
"07/25/2016","6.102","6.102","6.102","6.102","-0.08%"
"07/22/2016","6.107","6.107","6.107","6.107","0.11%"
"07/21/2016","6.100","6.100","6.100","6.100","0.16%"
"07/20/2016","6.090","6.090","6.090","6.090","0.05%"
"07/19/2016","6.087","6.087","6.087","6.087","0.00%"
"07/15/2016","6.087","6.087","6.087","6.087","0.00%"
"07/14/2016","6.087","6.087","6.087","6.087","-0.56%"
"07/13/2016","6.121","6.121","6.121","6.121","-0.36%"
"07/12/2016","6.143","6.143","6.143","6.143","-0.34%"
"07/11/2016","6.164","6.164","6.164","6.164","-0.24%"
"07/08/2016","6.179","6.179","6.179","6.179","-0.16%"
"07/07/2016","6.189","6.189","6.189","6.189","1.03%"
"07/06/2016","6.126","6.126","6.126","6.126","0.00%"
"07/05/2016","6.126","6.126","6.126","6.126","0.00%"
"07/04/2016","6.126","6.126","6.126","6.126","-0.03%"
"07/01/2016","6.128","6.128","6.128","6.128","1.27%"
"06/30/2016","6.051","6.051","6.051","6.051","0.10%"
"06/29/2016","6.045","6.045","6.045","6.045","-0.18%"
"06/28/2016","6.056","6.056","6.056","6.056","-0.18%"
"06/27/2016","6.067","6.067","6.067","6.067","0.50%"
"06/24/2016","6.037","6.037","6.037","6.037","0.12%"
"06/23/2016","6.030","6.030","6.030","6.030","0.28%"
"06/22/2016","6.013","6.013","6.013","6.013","-0.07%"
"06/21/2016","6.017","6.017","6.017","6.017","0.02%"
"06/20/2016","6.016","6.016","6.016","6.016","-0.35%"
"06/17/2016","6.037","6.037","6.037","6.037","0.02%"
"06/16/2016","6.036","6.036","6.036","6.036","0.22%"
"06/15/2016","6.023","6.023","6.023","6.023","0.25%"
"06/14/2016","6.008","6.008","6.008","6.008","-0.07%"
"06/13/2016","6.012","6.012","6.012","6.012","0.17%"
"06/10/2016","6.002","6.002","6.002","6.002","-0.10%"
"06/09/2016","6.008","6.008","6.008","6.008","-0.58%"
"06/08/2016","6.043","6.043","6.043","6.043","-0.87%"
"06/07/2016","6.096","6.096","6.096","6.096","0.00%"
"06/06/2016","6.096","6.096","6.096","6.096","-0.18%"
"06/03/2016","6.107","6.107","6.107","6.107","0.49%"
"06/02/2016","6.077","6.077","6.077","6.077","-0.18%"
"06/01/2016","6.088","6.088","6.088","6.088","-0.21%"
"05/31/2016","6.101","6.101","6.101","6.101","-0.07%"
"05/30/2016","6.105","6.105","6.105","6.105","-0.75%"
"05/27/2016","6.151","6.151","6.151","6.151","0.94%"
"05/26/2016","6.094","6.094","6.094","6.094","-0.05%"
"05/25/2016","6.097","6.097","6.097","6.097","0.25%"
"05/24/2016","6.082","6.082","6.082","6.082","0.00%"
"05/23/2016","6.082","6.082","6.082","6.082","-0.28%"
"05/20/2016","6.099","6.099","6.099","6.099","0.56%"
"05/19/2016","6.065","6.065","6.065","6.065","-0.64%"
"05/18/2016","6.104","6.104","6.104","6.104","0.07%"
"05/17/2016","6.100","6.100","6.100","6.100","-0.23%"
"05/16/2016","6.114","6.114","6.114","6.114","-0.89%"
"05/13/2016","6.169","6.169","6.169","6.169","-0.56%"
"05/12/2016","6.204","6.204","6.204","6.204","-0.77%"
"05/11/2016","6.252","6.252","6.252","6.252","-0.45%"
"05/10/2016","6.280","6.280","6.280","6.280","0.00%"
"05/09/2016","6.280","6.280","6.280","6.280","0.00%"
"05/06/2016","6.280","6.280","6.280","6.280","-0.02%"
"05/05/2016","6.281","6.281","6.281","6.281","-0.27%"
"05/04/2016","6.298","6.298","6.298","6.298","0.17%"
"05/03/2016","6.287","6.287","6.287","6.287","0.00%"
"05/02/2016","6.287","6.291","6.291","6.287","-0.06%"
"04/29/2016","6.291","6.291","6.291","6.291","-0.35%"
"04/28/2016","6.313","6.313","6.313","6.313","-0.13%"
"04/27/2016","6.321","6.321","6.321","6.321","-0.08%"
"04/26/2016","6.326","6.326","6.326","6.326","0.00%"
"04/25/2016","6.326","6.326","6.326","6.326","-0.06%"
"04/22/2016","6.330","6.330","6.330","6.330","0.06%"
"04/21/2016","6.326","6.326","6.326","6.326","0.00%"
"04/20/2016","6.326","6.326","6.326","6.326","0.13%"
"04/19/2016","6.318","6.318","6.318","6.318","-0.43%"
"04/18/2016","6.345","6.349","6.349","6.345","-0.06%"
"04/15/2016","6.349","6.349","6.349","6.349","-0.06%"
"04/14/2016","6.353","6.353","6.353","6.353","-0.11%"
"04/13/2016","6.360","6.360","6.360","6.360","0.00%"
"04/12/2016","6.360","6.360","6.360","6.360","0.03%"
"04/11/2016","6.358","6.358","6.358","6.358","0.00%"
"04/08/2016","6.358","6.358","6.358","6.358","0.00%"
"04/07/2016","6.358","6.358","6.358","6.358","0.25%"
"04/06/2016","6.342","6.342","6.342","6.342","-0.08%"
"04/05/2016","6.347","6.347","6.347","6.347","0.00%"
"04/04/2016","6.347","6.347","6.347","6.347","-0.03%"
"04/01/2016","6.349","6.349","6.349","6.349","-0.02%"
"03/31/2016","6.350","6.350","6.350","6.350","0.13%"
"03/30/2016","6.342","6.342","6.342","6.342","0.00%"
"03/29/2016","6.342","6.342","6.342","6.342","0.03%"
"03/28/2016","6.340","6.340","6.340","6.340","0.02%"
"03/25/2016","6.339","6.339","6.339","6.339","0.19%"
"03/24/2016","6.327","6.327","6.327","6.327","0.27%"
"03/23/2016","6.310","6.310","6.310","6.310","0.14%"
"03/22/2016","6.301","6.301","6.301","6.301","0.06%"
"03/21/2016","6.297","6.297","6.297","6.297","0.14%"
"03/18/2016","6.288","6.288","6.288","6.288","0.00%"
"03/17/2016","6.288","6.288","6.288","6.288","-0.19%"
"03/16/2016","6.300","6.300","6.300","6.300","0.00%"
"03/15/2016","6.300","6.300","6.300","6.300","-0.52%"
"03/14/2016","6.333","6.333","6.333","6.333","0.00%"
"03/11/2016","6.333","6.333","6.333","6.333","0.00%"
"03/10/2016","6.333","6.333","6.333","6.333","0.05%"
"03/09/2016","6.330","6.330","6.330","6.330","-0.13%"
"03/08/2016","6.338","6.338","6.338","6.338","0.03%"
"03/07/2016","6.336","6.336","6.336","6.336","0.48%"
"03/04/2016","6.306","6.306","6.306","6.306","0.00%"
"03/03/2016","6.306","6.306","6.306","6.306","0.00%"
"03/02/2016","6.306","6.306","6.306","6.306","-0.03%"
"03/01/2016","6.308","6.308","6.308","6.308","1.81%"
"02/29/2016","6.196","6.196","6.196","6.196","-0.11%"
"02/26/2016","6.203","6.203","6.203","6.203","0.39%"
"02/25/2016","6.179","6.179","6.179","6.179","-1.70%"
"02/24/2016","6.286","6.286","6.286","6.286","0.00%"
"02/23/2016","6.286","6.286","6.286","6.286","0.26%"
"02/22/2016","6.270","6.270","6.270","6.270","0.21%"
"02/19/2016","6.257","6.257","6.257","6.257","-0.65%"
"02/18/2016","6.298","6.298","6.298","6.298","-2.33%"
"02/17/2016","6.448","6.448","6.448","6.448","-0.82%"
"02/16/2016","6.501","6.501","6.501","6.501","-0.02%"
"02/15/2016","6.502","6.502","6.502","6.502","-0.23%"
"02/14/2016","6.517","6.517","6.517","6.517","0.00%"
"02/12/2016","6.517","6.517","6.517","6.517","0.00%"
"02/11/2016","6.517","6.517","6.517","6.517","0.00%"
"02/10/2016","6.517","6.517","6.517","6.517","0.00%"
"02/09/2016","6.517","6.517","6.517","6.517","0.00%"
"02/08/2016","6.517","6.517","6.517","6.517","0.00%"
"02/05/2016","6.517","6.517","6.517","6.517","0.00%"
"02/04/2016","6.517","6.517","6.517","6.517","0.06%"
"02/03/2016","6.513","6.513","6.513","6.513","0.00%"
"02/02/2016","6.513","6.513","6.513","6.513","-0.05%"
"02/01/2016","6.516","6.516","6.516","6.516","-0.03%"
"01/29/2016","6.518","6.518","6.518","6.518","-0.05%"
"01/28/2016","6.521","6.521","6.521","6.521","-0.03%"
"01/27/2016","6.523","6.523","6.523","6.523","-0.05%"
"01/26/2016","6.526","6.526","6.526","6.526","0.02%"
"01/25/2016","6.525","6.525","6.525","6.525","-0.15%"
"01/22/2016","6.535","6.535","6.535","6.535","-0.11%"
"01/21/2016","6.542","6.542","6.542","6.542","0.00%"
"01/20/2016","6.542","6.542","6.542","6.542","0.00%"
"01/19/2016","6.542","6.542","6.542","6.542","0.02%"
"01/18/2016","6.541","6.541","6.541","6.541","-0.05%"
"01/15/2016","6.544","6.544","6.544","6.544","0.00%"
"01/14/2016","6.544","6.544","6.544","6.544","0.05%"
"01/13/2016","6.541","6.541","6.541","6.541","-0.11%"
"01/12/2016","6.548","6.548","6.548","6.548","-0.03%"
"01/11/2016","6.550","6.550","6.550","6.550","0.02%"
"01/10/2016","6.549","6.549","6.549","6.549","0.00%"
"01/08/2016","6.549","6.549","6.549","6.549","-0.02%"
"01/07/2016","6.550","6.550","6.550","6.550","0.06%"
"01/06/2016","6.546","6.546","6.546","6.546","0.03%"
"01/05/2016","6.544","6.544","6.544","6.544","0.05%"
"01/04/2016","6.541","6.541","6.541","6.541","-0.18%"
"01/01/2016","6.553","6.553","6.553","6.553","0.00%"
"12/31/2015","6.553","6.553","6.553","6.553","0.00%"
"12/30/2015","6.553","6.553","6.553","6.553","0.03%"
"12/29/2015","6.551","6.551","6.551","6.551","-0.03%"
"12/28/2015","6.553","6.553","6.553","6.553","-0.02%"
"12/25/2015","6.554","6.554","6.554","6.554","0.09%"
"12/24/2015","6.548","6.548","6.548","6.548","0.08%"
"12/23/2015","6.543","6.543","6.543","6.543","-0.12%"
"12/22/2015","6.551","6.551","6.551","6.551","-0.02%"
"12/21/2015","6.552","6.552","6.552","6.552","-0.20%"
"12/18/2015","6.565","6.565","6.565","6.565","0.06%"
"12/17/2015","6.561","6.561","6.561","6.561","-0.33%"
"12/16/2015","6.583","6.583","6.583","6.583","-0.06%"
"12/15/2015","6.587","6.587","6.587","6.587","-0.06%"
"12/14/2015","6.591","6.591","6.591","6.591","-0.03%"
"12/11/2015","6.593","6.593","6.593","6.593","-0.05%"
"12/10/2015","6.596","6.596","6.596","6.596","-0.11%"
"12/09/2015","6.603","6.603","6.603","6.603","-0.02%"
"12/08/2015","6.604","6.604","6.604","6.604","-0.05%"
"12/07/2015","6.607","6.607","6.607","6.607","0.27%"
"12/04/2015","6.589","6.589","6.589","6.589","0.00%"
"12/03/2015","6.589","6.589","6.589","6.589","0.00%"
"12/02/2015","6.589","6.589","6.589","6.589","0.08%"
"12/01/2015","6.584","6.584","6.584","6.584","0.29%"
"11/30/2015","6.565","6.565","6.565","6.565","-0.06%"
"11/27/2015","6.569","6.569","6.569","6.569","0.00%"
"11/26/2015","6.569","6.569","6.569","6.569","-0.05%"
"11/25/2015","6.572","6.572","6.572","6.572","-0.02%"
"11/24/2015","6.573","6.573","6.573","6.573","-0.02%"
"11/23/2015","6.574","6.574","6.574","6.574","-0.17%"
"11/22/2015","6.585","6.585","6.585","6.585","0.00%"
"11/20/2015","6.585","6.585","6.585","6.585","-0.14%"
"11/19/2015","6.594","6.594","6.594","6.594","-0.26%"
"11/18/2015","6.611","6.611","6.611","6.611","0.05%"
"11/17/2015","6.608","6.608","6.608","6.608","0.18%"
"11/16/2015","6.596","6.596","6.596","6.596","0.00%"
"11/13/2015","6.596","6.596","6.596","6.596","-0.03%"
"11/12/2015","6.598","6.598","6.598","6.598","-0.02%"
"11/11/2015","6.599","6.599","6.599","6.599","0.17%"
"11/10/2015","6.588","6.588","6.588","6.588","0.80%"
"11/09/2015","6.536","6.536","6.536","6.536","0.00%"
"11/06/2015","6.536","6.536","6.536","6.536","0.03%"
"11/05/2015","6.534","6.534","6.534","6.534","0.14%"
"11/04/2015","6.525","6.525","6.525","6.525","-0.32%"
"11/03/2015","6.546","6.546","6.546","6.546","-0.50%"
"11/02/2015","6.579","6.579","6.579","6.579","0.02%"
"10/30/2015","6.578","6.578","6.578","6.578","-0.17%"
"10/29/2015","6.589","6.589","6.589","6.589","-0.42%"
"10/28/2015","6.617","6.617","6.617","6.617","-0.02%"
"10/27/2015","6.618","6.618","6.618","6.618","0.14%"
"10/26/2015","6.609","6.609","6.609","6.609","-0.18%"
"10/23/2015","6.621","6.621","6.621","6.621","-0.02%"
"10/22/2015","6.622","6.622","6.622","6.622","0.06%"
"10/21/2015","6.618","6.618","6.618","6.618","0.00%"
"10/20/2015","6.618","6.618","6.618","6.618","-0.02%"
"10/19/2015","6.619","6.619","6.619","6.619","0.05%"
"10/18/2015","6.616","6.616","6.616","6.616","0.00%"
"10/16/2015","6.616","6.616","6.616","6.616","0.00%"
"10/15/2015","6.616","6.616","6.616","6.616","-0.02%"
"10/14/2015","6.617","6.617","6.617","6.617","0.00%"
"10/13/2015","6.617","6.617","6.617","6.617","0.00%"
"10/12/2015","6.617","6.617","6.617","6.617","-0.02%"
"10/09/2015","6.618","6.618","6.618","6.618","0.00%"
"10/08/2015","6.618","6.618","6.618","6.618","0.29%"
"10/07/2015","6.599","6.599","6.599","6.599","-0.18%"
"10/06/2015","6.611","6.611","6.611","6.611","-0.30%"
"10/05/2015","6.631","6.631","6.631","6.631","-0.08%"
"10/03/2015","6.636","6.636","6.636","6.636","0.00%"
"10/02/2015","6.636","6.636","6.636","6.636","-0.02%"
"10/01/2015","6.637","6.637","6.637","6.637","3.30%"
"09/30/2015","6.425","6.425","6.425","6.425","0.00%"
"09/29/2015","6.425","6.425","6.425","6.425","0.00%"
"09/28/2015","6.425","6.425","6.425","6.425","0.00%"
"09/27/2015","6.425","6.425","6.425","6.425","0.00%"
"09/25/2015","6.425","6.425","6.425","6.425","0.00%"
"09/24/2015","6.425","6.425","6.425","6.425","0.00%"
"09/23/2015","6.425","6.425","6.425","6.425","0.00%"
"09/22/2015","6.425","6.425","6.425","6.425","0.00%"
"09/21/2015","6.425","6.425","6.425","6.425","0.00%"
"09/18/2015","6.425","6.425","6.425","6.425","0.00%"
"09/17/2015","6.425","6.425","6.425","6.425","0.00%"
"09/16/2015","6.425","6.425","6.425","6.425","0.00%"
"09/15/2015","6.425","6.425","6.425","6.425","0.00%"
"09/14/2015","6.425","6.425","6.425","6.425","0.00%"
"09/11/2015","6.425","6.425","6.425","6.425","0.00%"
"09/10/2015","6.425","6.425","6.425","6.425","0.00%"
"09/09/2015","6.425","6.425","6.425","6.425","0.00%"
"09/08/2015","6.425","6.425","6.425","6.425","0.00%"
"09/07/2015","6.425","6.425","6.425","6.425","0.00%"
"09/04/2015","6.425","6.425","6.425","6.425","0.00%"
"09/03/2015","6.425","6.425","6.425","6.425","0.00%"
"09/02/2015","6.425","6.425","6.425","6.425","0.00%"
"09/01/2015","6.425","6.425","6.425","6.425","0.00%"
"08/31/2015","6.425","6.425","6.425","6.425","0.00%"
"08/28/2015","6.425","6.425","6.425","6.425","0.00%"
"08/27/2015","6.425","6.425","6.425","6.425","0.00%"
"08/26/2015","6.425","6.425","6.425","6.425","0.00%"
"08/25/2015","6.425","6.425","6.425","6.425","0.00%"
"08/24/2015","6.425","6.425","6.425","6.425","0.00%"
"08/21/2015","6.425","6.425","6.425","6.425","0.00%"
"08/20/2015","6.425","6.425","6.425","6.425","0.00%"
"08/19/2015","6.425","6.425","6.425","6.425","0.00%"
"08/18/2015","6.425","6.425","6.425","6.425","0.00%"
"08/17/2015","6.425","6.425","6.425","6.425","0.00%"
"08/14/2015","6.425","6.425","6.425","6.425","0.00%"
"08/13/2015","6.425","6.425","6.425","6.425","0.00%"
"08/12/2015","6.425","6.425","6.425","6.425","0.00%"
"08/11/2015","6.425","6.425","6.425","6.425","0.00%"
"08/10/2015","6.425","6.425","6.425","6.425","0.00%"
"08/07/2015","6.425","6.425","6.425","6.425","0.00%"
"08/06/2015","6.425","6.425","6.425","6.425","0.00%"
"08/05/2015","6.425","6.425","6.425","6.425","0.00%"
